file_path,line_number,type,severity,description
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbCatalogSupplier.java,99,BUG,BLOCKER,"Use try-with-resources or close this ""Connection"" in a ""finally"" clause."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbCatalogSupplier.java,109,BUG,BLOCKER,"Use try-with-resources or close this ""Connection"" in a ""finally"" clause."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbSchemaSupplier.java,96,BUG,BLOCKER,"Use try-with-resources or close this ""Connection"" in a ""finally"" clause."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbSchemaSupplier.java,113,BUG,BLOCKER,"Use try-with-resources or close this ""Connection"" in a ""finally"" clause."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/core/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanDescriptor.java,152,BUG,MINOR,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanDescriptor.java,153,BUG,MINOR,"Use a thread-safe type; adding ""volatile"" is not enough to make this field thread-safe."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanListHelp.java,100,BUG,MAJOR,"The return value of ""size"" must be used."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanMapHelp.java,147,BUG,MAJOR,"The return value of ""size"" must be used."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanSetHelp.java,105,BUG,MAJOR,"The return value of ""size"" must be used."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/generatedproperty/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/generatedproperty/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/id/ImportedIdSimple.java,79,BUG,MINOR,"This class overrides ""equals()"" and should therefore also override ""hashCode()""."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/id/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/id/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/DeployBeanProperty.java,1143,BUG,MINOR,"This method's return value is marked ""@Nonnull via meta-annotation"" but null is returned."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/DeployBeanProperty.java,1151,BUG,MINOR,"This method's return value is marked ""@Nonnull via meta-annotation"" but null is returned."
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <html> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <html> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/parse/package.html,1,BUG,MAJOR,Insert a <!DOCTYPE> declaration to before this <HTML> tag.
org.avaje:java11-oss:ebean-core/src/main/java/io/ebeaninternal/server/deploy/parse/package.html,1,BUG,MAJOR,"Add ""lang"" and/or ""xml:lang"" attributes to this ""<html>"" element"
