package,file_path,file_frequency
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/BeanLifecycleCallbacks.java,2
ebean,ebean-api/src/main/java/io/ebean/config/dbplatform/package.html,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java,2
ponyorm,pony/flask/example/templates/index.html,2
sqlalchemy,test/dialect/mysql/test_dialect.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/util/package.html,2
sqlalchemy,lib/sqlalchemy/sql/schema.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/ClassMetaData.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/AccessCode.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/type/package.html,2
sqlalchemy,lib/sqlalchemy/testing/assertions.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/QueryExpressions.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/ExpressionFactory.java,2
ebean,ebean-api/src/main/java/io/ebean/overview.html,2
ebean,ebean-api/src/main/java/io/ebean/package.html,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/util/package.html,2
ebean,ebean-core/src/test/java/io/ebeaninternal/server/type/ModifyAwareListTest.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/kernel/OpCallbacks.java,2
ebean,ebean-core/src/test/java/io/ebeaninternal/server/type/ModifyAwareMapTest.java,2
sqlalchemy,test/engine/test_transaction.py,2
ebean,kotlin-querybean-generator/src/main/java/io/ebean/querybean/generator/SimpleModuleInfoWriter.java,2
ebean,ebean-test/src/test/java/org/tests/generated/TestGeneratedProperties.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ReverseMappingTool.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ElementEmbedValueHandler.java,2
sqlalchemy,test/typing/plain_files/ext/asyncio/create_proxy_methods.py,2
sqlalchemy,test/sql/test_values.py,2
sqlalchemy,test/sql/test_resultset.py,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/RelationRelationMapTableFieldStrategy.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java,2
ebean,ebean-api/src/main/java/io/ebean/common/package.html,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java,2
sqlalchemy,test/orm/test_merge.py,2
sqlalchemy,test/orm/test_events.py,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java,2
sqlalchemy,test/orm/inheritance/test_single.py,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java,2
sqlalchemy,test/orm/declarative/test_tm_future_annotations.py,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java,2
hibernate,hibernate-community-dialects/src/main/java/org/hibernate/community/dialect/SybaseASELegacySqlAstTranslator.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java,2
openjpa,openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/FieldMetaData.java,2
sqlalchemy,test/orm/declarative/test_basic.py,2
ebean,ebean-test/src/test/java/org/tests/unitinternal/TestEqualsOnEnhanced.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/conf/CacheMarshallerImpl.java,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/conf/Specification.java,2
sqlalchemy,test/ext/test_horizontal_shard.py,2
sqlalchemy,lib/sqlalchemy/ext/automap.py,2
sqlalchemy,lib/sqlalchemy/ext/asyncio/engine.py,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/InheritanceComparator.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataDefaults.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/ParameterExpressionImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/TransactionRequiredException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/RollbackException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/QueryTimeoutException.java,2
ponyorm,pony/orm/sqlbuilding.py,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PessimisticLockException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceExceptions.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/SubqueryImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/OptimisticLockException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NonUniqueResultException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/NoResultException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/LockTimeoutException.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/InvalidStateException.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/idgen/package.html,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/expression/package.html,2
openjpa,openjpa-kernel/src/main/java/org/apache/openjpa/meta/JavaTypes.java,2
ponyorm,pony/flask/example/templates/reg.html,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/core/package.html,2
ponyorm,pony/flask/example/templates/login.html,2
openjpa,openjpa-tools/openjpa-maven-plugin/src/main/java/org/apache/openjpa/tools/maven/AbstractOpenJpaMappingToolMojo.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/BeanDescriptor.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/generatedproperty/package.html,2
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedPreparedStatement.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/id/package.html,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidationUtils.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/AbstractManagedType.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/DeployBeanProperty.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/meta/package.html,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/package.html,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/parse/package.html,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/SourceAnnotationHandler.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/meta/MetamodelImpl.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbCatalogSupplier.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityNotFoundException.java,2
