package,file_path,file_frequency
ebean,tests/test-java16/target/generated-sources/annotations/org/example/records/query/QCourseRecordEntity.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java,2
openjpa,openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataSerializer.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/transaction/ImplicitReadOnlyTransaction.java,2
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedResultSet.java,2
ebean,tests/test-java16/target/generated-sources/annotations/org/example/records/query/QUserSite.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/querydefn/OrmQueryProperties.java,2
ebean,ebean-core-type/src/main/java/io/ebean/core/type/BasicTypeConverter.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbCatalogSupplier.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/core/MultiTenantDbSchemaSupplier.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/AssocOneHelp.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/AssocOneHelpRefInherit.java,2
sqlalchemy,lib/sqlalchemy/sql/traversals.py,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/deploy/parse/DeployCreateProperties.java,2
sqlalchemy,lib/sqlalchemy/dialects/postgresql/ranges.py,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/dto/DtoQueryPlanConPlus.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/el/ElComparatorProperty.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/json/DJsonContext.java,2
ponyorm,pony/orm/sqlbuilding.py,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/loadcontext/DLoadManyContext.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/persist/SaveManyBeans.java,2
ponyorm,pony/javascript/pony.js,2
openjpa,openjpa-tools/openjpa-maven-plugin/target/it/sqlActionRefresh/src/test/java/org/apache/openjpa/tools/maven/test/ItRefreshSchemaTest.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/query/CQueryEngine.java,2
openjpa,openjpa-tools/openjpa-maven-plugin/target/it/sqlActionDropSchema/src/test/java/org/apache/openjpa/tools/maven/test/ItDropSchemaTest.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/query/CQueryRowCount.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/query/CQueryUpdate.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/query/DefaultRelationalQueryEngine.java,2
openjpa,openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java,2
ebean,ebean-core/src/main/java/io/ebeaninternal/server/querydefn/DefaultRelationalQuery.java,2
